1.278100, 30.025742, -34.422791, 1.482470, 0.904417, -0.136969, 0.707626, -0.107166
1.778100, 30.095419, -33.886790, 1.400589, 1.258231, -0.190552, 0.707626, -0.107166
2.178100, 30.213528, -33.339659, 1.315795, 1.541281, -0.233419, 0.707626, -0.107166
2.578100, 30.416199, -32.698078, 1.213854, 1.824332, -0.276285, 0.707626, -0.107166
2.878100, 30.642080, -32.165004, 1.126146, 2.036620, -0.308435, 0.707626, -0.107166
3.000000, 30.755497, -31.938285, 1.087752, 2.122879, -0.321499, 0.707626, -0.107166
3.308761, 31.051917, -31.414508, 1.039416, 1.775931, 0.008406, -1.123680, 1.068480
3.672347, 31.329771, -30.915331, 1.113096, 1.367377, 0.396890, -1.123680, 1.068480
4.185717, 31.508284, -30.381810, 1.439071, 0.949904, 0.746181, -1.123680, 1.068480
4.785717, 31.456286, -29.819012, 1.886780, 0.949904, 0.746181, -1.123680, 1.068480
5.385717, 31.165778, -29.334193, 2.334489, 0.949904, 0.746181, -1.123680, 1.068480
5.985717, 30.694023, -29.022918, 2.782197, 0.949904, 0.746181, -1.123680, 1.068480
6.000000, 30.681298, -29.018215, 2.792855, 0.949904, 0.746181, -1.123680, 1.068480
6.515600, 30.116318, -28.896422, 2.994189, 1.295798, 0.034788, 0.670858, -1.379739
6.890600, 29.591491, -28.803919, 2.910221, 1.547370, -0.482614, 0.670858, -1.379739
7.231149, 29.059370, -28.615306, 2.681273, 1.775830, -0.746251, 0.670858, -1.379739
7.531149, 28.587716, -28.310148, 2.457398, 1.977088, -0.746251, 0.670858, -1.379739
7.831149, 28.153437, -27.864835, 2.233523, 2.178345, -0.746251, 0.670858, -1.379739
8.131149, 27.797325, -27.282880, 2.009647, 2.379602, -0.746251, 0.670858, -1.379739
8.431149, 27.559953, -26.579327, 1.785772, 2.580860, -0.746251, 0.670858, -1.379739
8.631149, 27.486268, -26.055385, 1.636521, 2.715031, -0.746251, 0.670858, -1.379739
8.831149, 27.491549, -25.499503, 1.487271, 2.849203, -0.746251, 0.670858, -1.379739
9.000000, 27.563338, -25.014459, 1.361266, 2.962477, -0.746251, 0.670858, -1.379739
9.178100, 27.714543, -24.479256, 1.233585, 3.287111, -0.687557, 1.822762, 0.329558
