815, 96.830419, 68.109604, 781, 94.103419, 59.655798
427, 93.320029, 52.622456, 781, 94.103419, 59.655798
27, 92.096598, 54.044270, 781, 94.103419, 59.655798
518, 98.988284, 65.203912, 781, 94.103419, 59.655798
209, 96.310430, 55.221814, 781, 94.103419, 59.655798
173, 99.498400, 53.633484, 781, 94.103419, 59.655798
133, 97.674963, 53.905491, 781, 94.103419, 59.655798
69, 94.877944, 54.640663, 781, 94.103419, 59.655798
323, 79.057819, 43.100666, 12, 74.848099, 41.950463
183, 79.186060, 42.289442, 12, 74.848099, 41.950463
744, 37.586816, 16.048978, 483, 32.998904, 20.739241
429, 33.778198, 16.081238, 483, 32.998904, 20.739241
862, 53.583767, 24.362824, 83, 52.396832, 30.131373
297, 55.317476, 24.962741, 83, 52.396832, 30.131373
597, 43.098018, 61.378350, 19, 44.049128, 55.775067
453, 49.951632, 24.883439, 14, 45.350879, 24.933295
805, 49.783191, 24.893251, 14, 45.350879, 24.933295
216, 47.922230, 25.226322, 14, 45.350879, 24.933295
729, 72.689851, 33.143587, 701, 66.863008, 36.409100
481, 82.450178, 49.588228, 249, 76.990326, 48.488346
239, 77.105386, 43.076703, 12, 74.848099, 41.950463
505, 20.623290, 46.298199, 223, 21.766808, 40.526960
999, 52.893128, 62.737650, 923, 54.226456, 59.026480
825, 52.699931, 61.881046, 923, 54.226456, 59.026480
859, 7.900963, 17.831856, 447, 12.041643, 18.609584
442, 61.253878, 27.653169, 364, 61.695572, 34.468316
497, 70.857257, 38.078213, 701, 66.863008, 36.409100
405, 75.220910, 42.031199, 12, 74.848099, 41.950463
894, 0.470982, 24.765897, 460, 6.997997, 26.072858
353, 74.103876, 40.313505, 754, 70.227876, 39.501530
345, 75.412133, 43.297136, 12, 74.848099, 41.950463
844, 75.417157, 39.956346, 754, 70.227876, 39.501530
303, 49.847993, 61.306357, 139, 50.371073, 56.953273
169, 85.562628, 53.649233, 304, 84.166488, 58.621710
12, 74.848099, 41.950463, 754, 70.227876, 39.501530
553, 53.630789, 61.505221, 923, 54.226456, 59.026480
517, 53.824427, 61.038543, 923, 54.226456, 59.026480
754, 70.227876, 39.501530, 701, 66.863008, 36.409100
787, 59.840438, 65.007998, 374, 57.393003, 59.111662
684, 69.879500, 34.946612, 701, 66.863008, 36.409100
143, 59.830749, 66.211503, 374, 57.393003, 59.111662
627, 50.151035, 60.958775, 139, 50.371073, 56.953273
476, 52.614102, 59.543139, 139, 50.371073, 56.953273
966, 70.311722, 68.042827, 843, 72.083538, 61.468710
656, 25.812814, 15.872289, 330, 22.343896, 19.176927
575, 26.100722, 17.093935, 330, 22.343896, 19.176927
552, 25.224547, 17.539087, 330, 22.343896, 19.176927
793, 59.800024, 27.459115, 462, 54.500031, 32.041139
836, 75.406473, 67.458723, 263, 77.543262, 63.269454
290, 41.030207, 58.971894, 19, 44.049128, 55.775067
443, 43.290153, 57.155539, 19, 44.049128, 55.775067
419, 54.046498, 57.641574, 640, 50.627784, 56.383102
933, 52.140620, 53.669132, 661, 51.456067, 51.919897
162, 24.255076, 35.616622, 186, 21.658159, 35.241559
344, 30.777910, 19.204450, 906, 28.803375, 22.220397
858, 73.599393, 56.610215, 658, 69.754302, 56.742662
569, 24.788396, 28.894275, 347, 21.752735, 29.980623
759, 53.461873, 44.003928, 436, 47.613246, 42.298088
909, 45.868708, 53.966882, 454, 44.241525, 53.374543
395, 31.718234, 17.448587, 483, 32.998904, 20.739241
669, 62.451018, 30.266486, 993, 55.978317, 33.433917
139, 50.371073, 56.953273, 689, 48.048756, 55.983060
396, 23.397105, 38.140815, 662, 19.350475, 34.933855
893, 52.799702, 52.071215, 661, 51.456067, 51.919897
636, 66.891413, 58.137949, 678, 65.050672, 55.675063
161, 55.638728, 52.827102, 661, 51.456067, 51.919897
675, 63.900876, 41.894548, 135, 59.596289, 40.088235
114, 47.961991, 31.415390, 104, 43.241879, 31.769800
421, 45.894202, 31.616053, 104, 43.241879, 31.769800
678, 65.050672, 55.675063, 312, 59.546035, 55.841924
581, 1.515633, 28.092681, 460, 6.997997, 26.072858
40, 46.961129, 36.600858, 104, 43.241879, 31.769800
811, 27.311022, 36.812774, 162, 24.255076, 35.616622
255, 55.197452, 53.593919, 661, 51.456067, 51.919897
1, 39.143461, 50.954466, 272, 36.126032, 46.971577
972, 39.918673, 25.904466, 316, 33.331731, 25.998056
307, 56.412591, 54.188793, 255, 55.197452, 53.593919
50, 78.476900, 63.922494, 263, 77.543262, 63.269454
564, 69.363428, 39.464347, 701, 66.863008, 36.409100
434, 32.325511, 20.378146, 906, 28.803375, 22.220397
691, 76.360954, 51.376602, 832, 75.336050, 50.909952
483, 32.998904, 20.739241, 906, 28.803375, 22.220397
997, 35.346003, 37.809058, 682, 29.629169, 36.494651
370, 65.951266, 33.206707, 364, 61.695572, 34.468316
911, 32.543140, 22.317947, 906, 28.803375, 22.220397
654, 26.791621, 42.865433, 396, 23.397105, 38.140815
397, 23.642366, 45.669926, 223, 21.766808, 40.526960
573, 6.525938, 20.513665, 786, 9.435845, 22.903450
361, 27.768926, 19.427631, 925, 26.067549, 20.427749
104, 43.241879, 31.769800, 187, 37.627014, 29.364153
989, 27.779338, 24.317378, 422, 26.225387, 23.662650
475, 35.843394, 53.606507, 1, 39.143461, 50.954466
423, 27.188872, 24.635350, 322, 25.303034, 23.308086
950, 65.908886, 44.828377, 407, 62.165250, 42.542445
823, 31.443032, 51.940861, 362, 33.536552, 45.592774
919, 50.055951, 45.194731, 545, 45.998831, 41.380639
662, 19.350475, 34.933855, 202, 17.076202, 31.609004
30, 48.682773, 52.037981, 338, 46.780056, 47.332549
411, 14.284524, 37.085558, 420, 16.881120, 35.666130
925, 26.067549, 20.427749, 560, 21.005865, 22.757801
422, 26.225387, 23.662650, 560, 21.005865, 22.757801
330, 22.343896, 19.176927, 912, 18.219648, 19.477597
587, 23.390498, 28.793073, 507, 18.017683, 30.293614
73, 86.701244, 59.799727, 953, 81.677856, 59.942706
586, 46.178001, 40.364217, 985, 41.782820, 40.235796
843, 72.083538, 61.468710, 636, 66.891413, 58.137949
31, 35.492816, 22.847066, 992, 30.806360, 23.841481
338, 46.780056, 47.332549, 611, 41.788472, 44.198013
992, 30.806360, 23.841481, 422, 26.225387, 23.662650
611, 41.788472, 44.198013, 895, 36.448088, 41.913640
97, 57.405572, 38.863924, 732, 52.875731, 37.711942
