2.522735, -49.578307, -29.775009, -0.128125, 0.418037, -0.746164, 0.165708, -1.510887
3.000000, -49.371512, -29.841553, -0.484243, 0.497123, -0.746164, 0.165708, -1.510887
4.050993, -48.968216, -30.171431, -0.695947, 0.497123, 0.343300, -1.751674, 1.036605
5.104513, -48.491340, -30.357359, 0.011915, 0.497123, 0.746235, -1.751674, 1.036605
6.000000, -48.080309, -30.209164, 0.680158, 0.497123, 0.746235, -1.751674, 1.036605
6.578100, -47.758655, -29.778133, 1.111557, 1.376950, 0.746235, 1.521928, 0.033736
6.937946, -47.573732, -29.215482, 1.380086, 1.924611, 0.746235, 1.521928, 0.033736
7.207831, -47.523998, -28.643760, 1.581484, 2.335356, 0.746235, 1.521928, 0.033736
7.477716, -47.601936, -27.963663, 1.782881, 2.746101, 0.746235, 1.521928, 0.033736
7.657639, -47.745320, -27.465557, 1.917146, 3.019931, 0.746235, 1.521928, 0.033736
7.837562, -47.973872, -26.946045, 2.051411, 3.293762, 0.746235, 1.521928, 0.033736
7.993872, -48.237840, -26.498885, 2.150619, 3.352940, 0.523144, 0.378595, -1.427237
8.181485, -48.607469, -25.981844, 2.223649, 3.423969, 0.255376, 0.378595, -1.427237
8.369097, -49.009730, -25.472508, 2.246443, 3.494998, -0.012391, 0.378595, -1.427237
8.556710, -49.418991, -24.951732, 2.219000, 3.566028, -0.280159, 0.378595, -1.427237
8.697420, -49.714208, -24.541443, 2.165450, 3.619300, -0.480985, 0.378595, -1.427237
8.838129, -49.984901, -24.105824, 2.083642, 3.672572, -0.681811, 0.378595, -1.427237
9.063220, -50.318782, -23.381665, 1.918114, 3.420977, -0.746232, -1.117748, -0.849739
9.240976, -50.482772, -22.814906, 1.785466, 3.222291, -0.746232, -1.117748, -0.849739
9.418732, -50.565147, -22.266341, 1.652819, 3.023605, -0.746232, -1.117748, -0.849739
9.596488, -50.573691, -21.746987, 1.520172, 2.824918, -0.746232, -1.117748, -0.849739
9.863121, -50.468469, -21.042491, 1.321201, 2.526889, -0.746232, -1.117748, -0.849739
10.108548, -50.280513, -20.508129, 1.138351, 2.095607, -0.743828, -1.757279, 0.009798
10.443200, -49.966207, -19.995439, 0.889976, 1.507529, -0.740549, -1.757279, 0.009798
10.882531, -49.595131, -19.655006, 0.565576, 0.949943, -0.736244, -1.757279, 0.009798
11.482531, -49.063121, -19.463642, 0.125593, 0.949943, -0.730365, -1.757279, 0.009798
12.082531, -48.500108, -19.516114, -0.310862, 0.949943, -0.724486, -1.757279, 0.009798
12.682531, -48.011490, -19.800844, -0.743790, 0.949943, -0.718607, -1.757279, 0.009798
13.295643, -47.656997, -20.260358, -1.033141, 0.949943, -0.225267, -0.033801, 0.804650
13.830656, -47.406339, -20.702455, -1.038500, 0.949943, 0.205231, -0.033801, 0.804650
14.365669, -47.109382, -21.113556, -0.813538, 0.949943, 0.635729, -0.033801, 0.804650
14.956166, -46.650177, -21.427869, -0.380504, 0.949943, 0.746175, -0.033801, 0.804650
15.556166, -46.091880, -21.516050, 0.067201, 0.949943, 0.746175, -0.033801, 0.804650
15.682531, -45.972669, -21.502359, 0.161492, 0.949943, 0.746175, -0.033801, 0.804650
16.297486, -45.426796, -21.302374, 0.500987, 0.949943, 0.357956, -0.270907, -0.631297
16.834341, -44.996742, -21.028690, 0.602184, 0.949943, 0.019041, -0.270907, -0.631297
17.371196, -44.569444, -20.750584, 0.521431, 0.949943, -0.319875, -0.270907, -0.631297
17.908051, -44.102133, -20.550103, 0.258731, 0.949943, -0.658790, -0.270907, -0.631297
18.472799, -43.570333, -20.521583, -0.156649, 0.949943, -0.746239, -0.270907, -0.631297
18.682531, -43.376769, -20.567907, -0.313159, 0.949943, -0.746239, -0.270907, -0.631297
19.135631, -42.895597, -20.793088, -0.499899, 1.398408, -0.078036, 0.989770, 1.474737
19.503509, -42.379908, -21.061310, -0.428815, 1.762523, 0.464488, 0.989770, 1.474737
19.824274, -41.797585, -21.259288, -0.216376, 2.080006, 0.746136, 0.989770, 1.474737
20.124274, -41.133902, -21.327198, 0.007465, 2.376937, 0.746136, 0.989770, 1.474737
20.424274, -40.383441, -21.235505, 0.231306, 2.673868, 0.746136, 0.989770, 1.474737
20.618194, -39.905432, -21.088240, 0.363976, 2.488496, 0.622158, -0.955916, -0.639325
20.855955, -39.392754, -20.852567, 0.493831, 2.261217, 0.470152, -0.955916, -0.639325
