776, 59.084763, 89.074220, 915, 55.299421, 90.393066
600, 60.117235, 93.424429, 915, 55.299421, 90.393066
435, 54.805649, 84.797371, 915, 55.299421, 90.393066
708, 55.906539, 87.751729, 915, 55.299421, 90.393066
950, 47.517059, 85.551192, 27, 50.415293, 90.014048
374, 54.876328, 86.846298, 27, 50.415293, 90.014048
915, 55.299421, 90.393066, 27, 50.415293, 90.014048
944, 49.660561, 88.395608, 27, 50.415293, 90.014048
856, 50.367430, 89.826647, 27, 50.415293, 90.014048
658, 51.126553, 93.175153, 397, 45.162312, 91.820553
604, 49.333298, 97.306670, 248, 44.762816, 92.140445
154, 48.317844, 93.303567, 248, 44.762816, 92.140445
116, 47.879094, 93.652895, 248, 44.762816, 92.140445
782, 57.570137, 99.345317, 915, 55.299421, 90.393066
241, 33.732901, 97.549488, 899, 33.381211, 90.880522
1000, 28.041719, 95.627588, 180, 22.500736, 91.096845
551, 22.498412, 97.337016, 180, 22.500736, 91.096845
813, 45.142855, 94.702780, 232, 41.949758, 90.992314
58, 42.348327, 97.703302, 232, 41.949758, 90.992314
69, 25.183459, 97.888991, 180, 22.500736, 91.096845
610, 44.469377, 89.306995, 852, 41.216962, 90.025298
471, 42.225624, 84.251492, 852, 41.216962, 90.025298
397, 45.162312, 91.820553, 232, 41.949758, 90.992314
5, 43.384321, 93.356199, 232, 41.949758, 90.992314
166, 35.557926, 83.148244, 803, 33.119805, 87.150811
184, 46.024933, 97.750395, 248, 44.762816, 92.140445
725, 38.859100, 96.703627, 279, 37.847515, 89.349455
248, 44.762816, 92.140445, 232, 41.949758, 90.992314
789, 42.623626, 85.091363, 701, 38.007947, 88.334009
852, 41.216962, 90.025298, 279, 37.847515, 89.349455
773, 57.159685, 97.550707, 915, 55.299421, 90.393066
232, 41.949758, 90.992314, 279, 37.847515, 89.349455
701, 38.007947, 88.334009, 136, 32.398839, 88.762158
476, 31.491713, 93.272710, 568, 30.197023, 88.709691
786, 35.772880, 86.374871, 803, 33.119805, 87.150811
386, 33.982686, 90.894188, 568, 30.197023, 88.709691
899, 33.381211, 90.880522, 467, 28.485807, 88.374307
620, 78.510363, 18.338061, 290, 73.314175, 17.083484
244, 73.429906, 22.018796, 290, 73.314175, 17.083484
803, 33.119805, 87.150811, 750, 28.110650, 87.887959
27, 50.415293, 90.014048, 397, 45.162312, 91.820553
568, 30.197023, 88.709691, 750, 28.110650, 87.887959
326, 31.195890, 88.728699, 750, 28.110650, 87.887959
136, 32.398839, 88.762158, 750, 28.110650, 87.887959
517, 16.645011, 93.922760, 333, 21.666810, 89.745478
467, 28.485807, 88.374307, 153, 24.424921, 85.597103
870, 28.539970, 84.139433, 153, 24.424921, 85.597103
674, 27.437960, 82.727822, 153, 24.424921, 85.597103
333, 21.666810, 89.745478, 666, 18.376518, 87.412448
502, 16.581270, 91.491776, 157, 15.068599, 86.213467
501, 17.018590, 90.513753, 157, 15.068599, 86.213467
732, 13.800789, 90.017338, 157, 15.068599, 86.213467
