45.000000, -45.000000
43.733144, -40.163154
39.915768, -36.933968
38.648806, -32.097151
36.365246, -27.649077
34.015175, -23.235783
31.274684, -19.053713
29.663642, -14.320370
24.736432, -15.170434
20.706318, -12.211011
16.487676, -9.527160
12.446494, -12.471450
7.527620, -11.574415
3.999891, -8.031093
1.534538, -3.681147
1.177582, 1.306095
2.157096, 6.209212
-2.174882, 8.706002
-7.158369, 9.112032
-12.123339, 8.521205
-17.121749, 8.647295
-22.021910, 9.641489
-23.866242, 14.288901
-26.215844, 18.702444
-27.455905, 23.546229
-23.467458, 26.561571
-22.503991, 31.467866
-26.056741, 34.986099
-30.051050, 37.993673
-34.969936, 38.890641
